audio_path,relative_path,text,authenticity,duration,speaker_id,gender,accent,scenario,is_verified,notes
audio\MSK0025_0003-9db4c87f.wav,MSK0025_0003-9db4c87f.wav,ye,fake,1.05,unknown,,,,0,
audio\MSK0025_0004-867e7845.wav,MSK0025_0004-867e7845.wav,Where The PA,fake,1.63,unknown,,,,0,
audio\MSK0025_0005-3d8c351b.wav,MSK0025_0005-3d8c351b.wav,[ERROR] Речь не распознана,fake,1.86,unknown,,,,0,
audio\MSK0025_0006-7181a6df.wav,MSK0025_0006-7181a6df.wav,State your Lover Back OK like a King,fake,6.86,unknown,,,,0,
audio\MSK0025_0007-d02d4f03.wav,MSK0025_0007-d02d4f03.wav,[ERROR] Речь не распознана,fake,0.67,unknown,,,,0,
audio\MSK0025_0008-bc887cc9.wav,MSK0025_0008-bc887cc9.wav,О'кей and anything happen Fire to the Pain any English and all the Us,fake,5.97,unknown,,,,0,
audio\MSK0025_0009-091a0982.wav,MSK0025_0009-091a0982.wav,[ERROR] Речь не распознана,fake,24.02,unknown,,,,0,
audio\MSK0025_0010-0e1c486b.wav,MSK0025_0010-0e1c486b.wav,OK Google,fake,9.13,unknown,,,,0,
audio\MSK0025_0011-61d3bfa6.wav,MSK0025_0011-61d3bfa6.wav,[ERROR] Речь не распознана,fake,2.1,unknown,,,,0,
audio\MSK0025_0012-f01c6ea0.wav,MSK0025_0012-f01c6ea0.wav,On,fake,6.73,unknown,,,,0,
audio\MSK0025_0013-a21eb9cd.wav,MSK0025_0013-a21eb9cd.wav,[ERROR] Речь не распознана,fake,0.79,unknown,,,,0,
audio\MSK0025_0014-24bbce16.wav,MSK0025_0014-24bbce16.wav,О'кей everybody names in Ukraine,fake,3.36,unknown,,,,0,
audio\MSK0025_0015-0d466234.wav,MSK0025_0015-0d466234.wav,[ERROR] Речь не распознана,fake,2.98,unknown,,,,0,
audio\MSK0025_0016-74474529.wav,MSK0025_0016-74474529.wav,OK OK Now On A Scale of want to 10 Windows,fake,8.23,unknown,,,,0,
audio\MSK0025_0017-da856541.wav,MSK0025_0017-da856541.wav,[ERROR] Речь не распознана,fake,2.6,unknown,,,,0,
audio\MSK0025_0018-6123a173.wav,MSK0025_0018-6123a173.wav,[ERROR] Речь не распознана,fake,4.52,unknown,,,,0,
audio\MSK0025_0019-593d71cf.wav,MSK0025_0019-593d71cf.wav,[ERROR] Речь не распознана,fake,7.21,unknown,,,,0,
audio\MSK0025_0020-a913b9dd.wav,MSK0025_0020-a913b9dd.wav,OK so use Team Five The Trust Complete,fake,3.22,unknown,,,,0,
audio\MSK0025_0021-5c53a8f3.wav,MSK0025_0021-5c53a8f3.wav,[ERROR] Речь не распознана,fake,0.81,unknown,,,,0,
audio\MSK0025_0022-c3f27818.wav,MSK0025_0022-c3f27818.wav,О'кей The Travel Inside Travel anywhere else that she don't you like that,fake,6.24,unknown,,,,0,
audio\MSK0025_0023-152064b2.wav,MSK0025_0023-152064b2.wav,beca,fake,5.34,unknown,,,,0,
audio\MSK0025_0024-04f03c4d.wav,MSK0025_0024-04f03c4d.wav,[ERROR] Речь не распознана,fake,1.85,unknown,,,,0,
audio\MSK0025_0025-674184da.wav,MSK0025_0025-674184da.wav,[ERROR] Речь не распознана,fake,5.02,unknown,,,,0,
audio\MSK0025_0026-dba2e5e5.wav,MSK0025_0026-dba2e5e5.wav,[ERROR] Речь не распознана,fake,0.44,unknown,,,,0,
audio\MSK0025_0027-5b4b117c.wav,MSK0025_0027-5b4b117c.wav,я I'm having Up from a car in Think L,fake,4.84,unknown,,,,0,
audio\MSK0025_0028-74b99f7c.wav,MSK0025_0028-74b99f7c.wav,О'кей anything that you have trying to Release,fake,5.56,unknown,,,,0,
audio\MSK0025_0029-195e6fbd.wav,MSK0025_0029-195e6fbd.wav,I've tried like a with the Country I Be Perfect in nothing seems to be W,fake,7.27,unknown,,,,0,
audio\MSK0025_0030-b31c5e4a.wav,MSK0025_0030-b31c5e4a.wav,OK and have you Experience any toma So You Mansion you have a car accident Two Man,fake,6.38,unknown,,,,0,
audio\MSK0025_0031-2e58861b.wav,MSK0025_0031-2e58861b.wav,[ERROR] Речь не распознана,fake,2.54,unknown,,,,0,
audio\MSK0025_0032-88308cd5.wav,MSK0025_0032-88308cd5.wav,OK Now Are you in a husband Hasbro What happened in your Tree,fake,7.97,unknown,,,,0,
audio\MSK0025_0033-24842572.wav,MSK0025_0033-24842572.wav,[ERROR] Речь не распознана,fake,27.26,unknown,,,,0,
audio\MSK0025_0034-e942574d.wav,MSK0025_0034-e942574d.wav,OK and have you been having any Understand,fake,6.79,unknown,,,,0,
audio\MSK0025_0035-ee66e933.wav,MSK0025_0035-ee66e933.wav,[ERROR] Речь не распознана,fake,1.66,unknown,,,,0,
audio\MSK0025_0036-56d840d0.wav,MSK0025_0036-56d840d0.wav,О'кей Me Feel,fake,1.57,unknown,,,,0,
audio\MSK0025_0037-0e68872d.wav,MSK0025_0037-0e68872d.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0038-d34b4bd7.wav,MSK0025_0038-d34b4bd7.wav,ан,fake,1.09,unknown,,,,0,
audio\MSK0025_0039-d41d0974.wav,MSK0025_0039-d41d0974.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0040-5d4d82b0.wav,MSK0025_0040-5d4d82b0.wav,[ERROR] Речь не распознана,fake,1.71,unknown,,,,0,
audio\MSK0025_0041-c95769b6.wav,MSK0025_0041-c95769b6.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0042-300f38f9.wav,MSK0025_0042-300f38f9.wav,[ERROR] Речь не распознана,fake,4.11,unknown,,,,0,
audio\MSK0025_0043-341600ba.wav,MSK0025_0043-341600ba.wav,[ERROR] Речь не распознана,fake,1.02,unknown,,,,0,
audio\MSK0025_0044-37491693.wav,MSK0025_0044-37491693.wav,Cold like,fake,2.11,unknown,,,,0,
audio\MSK0025_0045-7d7f23bf.wav,MSK0025_0045-7d7f23bf.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0046-a921a1e6.wav,MSK0025_0046-a921a1e6.wav,k-on,fake,4.66,unknown,,,,0,
audio\MSK0025_0047-6ad85ca6.wav,MSK0025_0047-6ad85ca6.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0048-e1c7ee47.wav,MSK0025_0048-e1c7ee47.wav,О'кей How is in any recent changes in,fake,3.15,unknown,,,,0,
audio\MSK0025_0049-49017e92.wav,MSK0025_0049-49017e92.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0050-07d9339d.wav,MSK0025_0050-07d9339d.wav,have you been All,fake,2.33,unknown,,,,0,
audio\MSK0025_0051-c24d15ea.wav,MSK0025_0051-c24d15ea.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0052-08fb098a.wav,MSK0025_0052-08fb098a.wav,О'кей anything like Sensation Айдер in your Back of studing Down your,fake,4.94,unknown,,,,0,
audio\MSK0025_0053-765e1015.wav,MSK0025_0053-765e1015.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0054-0208269a.wav,MSK0025_0054-0208269a.wav,any Bring,fake,1.43,unknown,,,,0,
audio\MSK0025_0055-e2eb1aab.wav,MSK0025_0055-e2eb1aab.wav,[ERROR] Речь не распознана,fake,1.91,unknown,,,,0,
audio\MSK0025_0056-f8d70dcb.wav,MSK0025_0056-f8d70dcb.wav,я О'кей you have any names in your Land Just name is around the G,fake,5.9,unknown,,,,0,
audio\MSK0025_0057-cc3d130b.wav,MSK0025_0057-cc3d130b.wav,[ERROR] Речь не распознана,fake,4.16,unknown,,,,0,
audio\MSK0025_0058-d4d80102.wav,MSK0025_0058-d4d80102.wav,OK So You have My witness Is It Just one like are is Are в Car parts,fake,5.42,unknown,,,,0,
audio\MSK0025_0059-0bd09301.wav,MSK0025_0059-0bd09301.wav,[ERROR] Речь не распознана,fake,3.41,unknown,,,,0,
audio\MSK0025_0060-60d7724a.wav,MSK0025_0060-60d7724a.wav,О'кей Does The sweetness Sims to get vars What is a Round The Same and,fake,6.18,unknown,,,,0,
audio\MSK0025_0061-76dfc8ff.wav,MSK0025_0061-76dfc8ff.wav,[ERROR] Речь не распознана,fake,2.78,unknown,,,,0,
audio\MSK0025_0062-d4161616.wav,MSK0025_0062-d4161616.wav,OK you have any Pass America conditions you have been Директ no,fake,4.86,unknown,,,,0,
audio\MSK0025_0063-083105a8.wav,MSK0025_0063-083105a8.wav,[ERROR] Речь не распознана,fake,3.59,unknown,,,,0,
audio\MSK0025_0064-210512cc.wav,MSK0025_0064-210512cc.wav,OK Google,fake,1.63,unknown,,,,0,
audio\MSK0025_0065-1e96da59.wav,MSK0025_0065-1e96da59.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0066-9c66ee8e.wav,MSK0025_0066-9c66ee8e.wav,OK Google,fake,2.39,unknown,,,,0,
audio\MSK0025_0067-e15ab37e.wav,MSK0025_0067-e15ab37e.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0068-8cea8333.wav,MSK0025_0068-8cea8333.wav,[ERROR] Речь не распознана,fake,3.08,unknown,,,,0,
audio\MSK0025_0069-408ae934.wav,MSK0025_0069-408ae934.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0070-acc37ca6.wav,MSK0025_0070-acc37ca6.wav,[ERROR] Речь не распознана,fake,4.73,unknown,,,,0,
audio\MSK0025_0071-b5eb8a65.wav,MSK0025_0071-b5eb8a65.wav,[ERROR] Речь не распознана,fake,1.02,unknown,,,,0,
audio\MSK0025_0072-6696fe66.wav,MSK0025_0072-6696fe66.wav,океан,fake,1.63,unknown,,,,0,
audio\MSK0025_0073-c0d9b232.wav,MSK0025_0073-c0d9b232.wav,[ERROR] Речь не распознана,fake,2.85,unknown,,,,0,
audio\MSK0025_0074-99a89a07.wav,MSK0025_0074-99a89a07.wav,а,fake,8.65,unknown,,,,0,
audio\MSK0025_0075-27352c2b.wav,MSK0025_0075-27352c2b.wav,[ERROR] Речь не распознана,fake,1.6,unknown,,,,0,
audio\MSK0025_0076-65f2ed9a.wav,MSK0025_0076-65f2ed9a.wav,and What is your Home and Living situation like right,fake,3.9,unknown,,,,0,
audio\MSK0025_0077-1668c64a.wav,MSK0025_0077-1668c64a.wav,I live in Home with to my,fake,2.35,unknown,,,,0,
audio\MSK0025_0078-7ad2db5f.wav,MSK0025_0078-7ad2db5f.wav,О'кей and are you able to do Think that Home The Ever before Look like a Do You Need some Extra Help from your Family members are Extra hotmot,fake,12.5,unknown,,,,0,
audio\MSK0025_0079-ee37abed.wav,MSK0025_0079-ee37abed.wav,[ERROR] Речь не распознана,fake,20.22,unknown,,,,0,
audio\MSK0025_0080-264537e0.wav,MSK0025_0080-264537e0.wav,OK Google,fake,2.39,unknown,,,,0,
audio\MSK0025_0081-c505f741.wav,MSK0025_0081-c505f741.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0082-47f9cc22.wav,MSK0025_0082-47f9cc22.wav,OK jing,fake,1.57,unknown,,,,0,
audio\MSK0025_0083-eb2c8f50.wav,MSK0025_0083-eb2c8f50.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0084-60af9a03.wav,MSK0025_0084-60af9a03.wav,[ERROR] Речь не распознана,fake,2.81,unknown,,,,0,
audio\MSK0025_0085-bbd6ed24.wav,MSK0025_0085-bbd6ed24.wav,[ERROR] Речь не распознана,fake,0.39,unknown,,,,0,
audio\MSK0025_0086-078ee9bd.wav,MSK0025_0086-078ee9bd.wav,О'кей I'm Just Going YouTube You Think and Just Just As Part of the physical examination,fake,6.52,unknown,,,,0,
audio\MSK0025_0087-ebe6fdca.wav,MSK0025_0087-ebe6fdca.wav,[ERROR] Речь не распознана,fake,0.81,unknown,,,,0,
audio\MSK0025_0088-b67db30e.wav,MSK0025_0088-b67db30e.wav,are you able to Bend Down extend your Back at All Reason 2,fake,5.0,unknown,,,,0,
audio\MSK0025_0089-a25f12ea.wav,MSK0025_0089-a25f12ea.wav,я кино,fake,2.47,unknown,,,,0,
audio\MSK0025_0090-8ac707c4.wav,MSK0025_0090-8ac707c4.wav,Around you,fake,4.52,unknown,,,,0,
audio\MSK0025_0091-86e956b3.wav,MSK0025_0091-86e956b3.wav,Natura,fake,1.35,unknown,,,,0,
audio\MSK0025_0092-cd6287af.wav,MSK0025_0092-cd6287af.wav,[ERROR] Речь не распознана,fake,4.8,unknown,,,,0,
audio\MSK0025_0093-14056c5d.wav,MSK0025_0093-14056c5d.wav,[ERROR] Речь не распознана,fake,0.92,unknown,,,,0,
audio\MSK0025_0094-19992340.wav,MSK0025_0094-19992340.wav,OK are you experiencing,fake,5.0,unknown,,,,0,
audio\MSK0025_0095-bc6aca91.wav,MSK0025_0095-bc6aca91.wav,[ERROR] Речь не распознана,fake,0.81,unknown,,,,0,
audio\MSK0025_0096-9fb3ecba.wav,MSK0025_0096-9fb3ecba.wav,any,fake,9.61,unknown,,,,0,
audio\MSK0025_0097-14248aa7.wav,MSK0025_0097-14248aa7.wav,[ERROR] Речь не распознана,fake,3.04,unknown,,,,0,
audio\MSK0025_0098-a248fbcb.wav,MSK0025_0098-a248fbcb.wav,I See You are so does your all the questions they had for you so that is Great You Came to the American Seed The partment Do you have any questions,fake,11.54,unknown,,,,0,
audio\MSK0025_0099-b63d7f98.wav,MSK0025_0099-b63d7f98.wav,[ERROR] Речь не распознана,fake,1.91,unknown,,,,0,
audio\MSK0025_0100-81bef3e3.wav,MSK0025_0100-81bef3e3.wav,[ERROR] Речь не распознана,fake,32.19,unknown,,,,0,
audio\MSK0025_0101-4c96cda3.wav,MSK0025_0101-4c96cda3.wav,thank you so much for,fake,2.85,unknown,,,,0,
audio\MSK0025_0102-3322097b.wav,MSK0025_0102-3322097b.wav,You are welcome and We Walking Back to S,fake,3.49,unknown,,,,0,
audio\MSK0026_0000-0a1d7496.wav,MSK0026_0000-0a1d7496.wav,How me,fake,1.19,unknown,,,,0,
audio\MSK0026_0001-c33a6239.wav,MSK0026_0001-c33a6239.wav,[ERROR] Речь не распознана,fake,7.45,unknown,,,,0,
audio\MSK0026_0002-4d7e8031.wav,MSK0026_0002-4d7e8031.wav,[ERROR] Речь не распознана,fake,1.66,unknown,,,,0,
audio\MSK0026_0003-237d03b7.wav,MSK0026_0003-237d03b7.wav,[ERROR] Речь не распознана,fake,4.54,unknown,,,,0,
audio\MSK0026_0004-602746d7.wav,MSK0026_0004-602746d7.wav,When The Fa,fake,1.53,unknown,,,,0,
audio\MSK0026_0005-083475b1.wav,MSK0026_0005-083475b1.wav,W,fake,1.25,unknown,,,,0,
audio\MSK0026_0006-eb19e26b.wav,MSK0026_0006-eb19e26b.wav,[ERROR] Речь не распознана,fake,2.87,unknown,,,,0,
audio\MSK0026_0007-ef8f7587.wav,MSK0026_0007-ef8f7587.wav,No But I have often strikes in my love me so I Put More pressure on my Write me during Garden,fake,10.26,unknown,,,,0,
audio\MSK0026_0008-5329d065.wav,MSK0026_0008-5329d065.wav,are you doing a lot of,fake,2.07,unknown,,,,0,
audio\MSK0026_0009-ce764936.wav,MSK0026_0009-ce764936.wav,[ERROR] Речь не распознана,fake,0.95,unknown,,,,0,
audio\MSK0026_0010-6acfbece.wav,MSK0026_0010-6acfbece.wav,How long has The Painting,fake,2.34,unknown,,,,0,
audio\MSK0026_0011-2b8ac16c.wav,MSK0026_0011-2b8ac16c.wav,[ERROR] Речь не распознана,fake,2.11,unknown,,,,0,
audio\MSK0026_0012-34428348.wav,MSK0026_0012-34428348.wav,How do you The Scribe,fake,2.07,unknown,,,,0,
audio\MSK0026_0013-2582ed98.wav,MSK0026_0013-2582ed98.wav,[ERROR] Речь не распознана,fake,2.7,unknown,,,,0,
audio\MSK0026_0014-ac6da2d2.wav,MSK0026_0014-ac6da2d2.wav,[ERROR] Речь не распознана,fake,1.4,unknown,,,,0,
audio\MSK0026_0015-272525b3.wav,MSK0026_0015-272525b3.wav,новый,fake,1.34,unknown,,,,0,
audio\MSK0026_0016-eb70f3b9.wav,MSK0026_0016-eb70f3b9.wav,have you Try anything,fake,2.07,unknown,,,,0,
audio\MSK0026_0017-8020051a.wav,MSK0026_0017-8020051a.wav,[ERROR] Речь не распознана,fake,6.87,unknown,,,,0,
audio\MSK0026_0018-2b7361b4.wav,MSK0026_0018-2b7361b4.wav,[ERROR] Речь не распознана,fake,1.26,unknown,,,,0,
audio\MSK0026_0019-a5a5fbaf.wav,MSK0026_0019-a5a5fbaf.wav,flexing,fake,3.38,unknown,,,,0,
audio\MSK0026_0020-833aa561.wav,MSK0026_0020-833aa561.wav,What's the very want,fake,1.59,unknown,,,,0,
audio\MSK0026_0021-50d22d64.wav,MSK0026_0021-50d22d64.wav,[ERROR] Речь не распознана,fake,0.95,unknown,,,,0,
audio\MSK0026_0022-c79ef003.wav,MSK0026_0022-c79ef003.wav,have you Happy,fake,1.93,unknown,,,,0,
audio\MSK0026_0023-467480e3.wav,MSK0026_0023-467480e3.wav,[ERROR] Речь не распознана,fake,4.74,unknown,,,,0,
audio\MSK0026_0024-e1688229.wav,MSK0026_0024-e1688229.wav,[ERROR] Речь не распознана,fake,1.32,unknown,,,,0,
audio\MSK0026_0025-7ea75026.wav,MSK0026_0025-7ea75026.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0026-4d519e9e.wav,MSK0026_0026-4d519e9e.wav,[ERROR] Речь не распознана,fake,1.06,unknown,,,,0,
audio\MSK0026_0027-dbb63689.wav,MSK0026_0027-dbb63689.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0028-21827eca.wav,MSK0026_0028-21827eca.wav,expected W,fake,1.73,unknown,,,,0,
audio\MSK0026_0029-4e026982.wav,MSK0026_0029-4e026982.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0030-cf453868.wav,MSK0026_0030-cf453868.wav,[ERROR] Речь не распознана,fake,0.85,unknown,,,,0,
audio\MSK0026_0031-479d228c.wav,MSK0026_0031-479d228c.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0032-732f49b4.wav,MSK0026_0032-732f49b4.wav,any visionary,fake,1.93,unknown,,,,0,
audio\MSK0026_0033-ab46f60d.wav,MSK0026_0033-ab46f60d.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0034-2cf1debc.wav,MSK0026_0034-2cf1debc.wav,any смарт эсс,fake,1.73,unknown,,,,0,
audio\MSK0026_0035-330e929d.wav,MSK0026_0035-330e929d.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0036-09fde721.wav,MSK0026_0036-09fde721.wav,[ERROR] Речь не распознана,fake,1.59,unknown,,,,0,
audio\MSK0026_0037-7d1dd8d0.wav,MSK0026_0037-7d1dd8d0.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0038-f91f1e35.wav,MSK0026_0038-f91f1e35.wav,[ERROR] Речь не распознана,fake,1.53,unknown,,,,0,
audio\MSK0026_0039-f758a254.wav,MSK0026_0039-f758a254.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0040-43db8054.wav,MSK0026_0040-43db8054.wav,[ERROR] Речь не распознана,fake,0.79,unknown,,,,0,
audio\MSK0026_0041-50e5835b.wav,MSK0026_0041-50e5835b.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0042-e643da90.wav,MSK0026_0042-e643da90.wav,[ERROR] Речь не распознана,fake,0.93,unknown,,,,0,
audio\MSK0026_0043-537f15df.wav,MSK0026_0043-537f15df.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0044-aee0fdbc.wav,MSK0026_0044-aee0fdbc.wav,[ERROR] Речь не распознана,fake,2.13,unknown,,,,0,
audio\MSK0026_0045-d9186c33.wav,MSK0026_0045-d9186c33.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0046-53d4773d.wav,MSK0026_0046-53d4773d.wav,[ERROR] Речь не распознана,fake,1.46,unknown,,,,0,
audio\MSK0026_0047-f0831fac.wav,MSK0026_0047-f0831fac.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0048-6a4c2171.wav,MSK0026_0048-6a4c2171.wav,[ERROR] Речь не распознана,fake,1.46,unknown,,,,0,
audio\MSK0026_0049-e6d6ccb1.wav,MSK0026_0049-e6d6ccb1.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0050-0671bede.wav,MSK0026_0050-0671bede.wav,[ERROR] Речь не распознана,fake,1.19,unknown,,,,0,
audio\MSK0026_0051-24ba35d1.wav,MSK0026_0051-24ba35d1.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0052-23797d3e.wav,MSK0026_0052-23797d3e.wav,[ERROR] Речь не распознана,fake,2.87,unknown,,,,0,
audio\MSK0026_0053-caef8a82.wav,MSK0026_0053-caef8a82.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0054-7c592b92.wav,MSK0026_0054-7c592b92.wav,anyone,fake,1.32,unknown,,,,0,
audio\MSK0026_0055-2c2b25b4.wav,MSK0026_0055-2c2b25b4.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0056-f3422edf.wav,MSK0026_0056-f3422edf.wav,P,fake,2.46,unknown,,,,0,
audio\MSK0026_0057-520526fd.wav,MSK0026_0057-520526fd.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0058-4808c34b.wav,MSK0026_0058-4808c34b.wav,[ERROR] Речь не распознана,fake,1.59,unknown,,,,0,
audio\MSK0026_0059-0354d0ef.wav,MSK0026_0059-0354d0ef.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0060-d4dde9a7.wav,MSK0026_0060-d4dde9a7.wav,[ERROR] Речь не распознана,fake,0.73,unknown,,,,0,
audio\MSK0026_0061-8fbfd8f7.wav,MSK0026_0061-8fbfd8f7.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0062-fabb0de0.wav,MSK0026_0062-fabb0de0.wav,[ERROR] Речь не распознана,fake,1.53,unknown,,,,0,
audio\MSK0026_0063-6c8e33bb.wav,MSK0026_0063-6c8e33bb.wav,[ERROR] Речь не распознана,fake,5.41,unknown,,,,0,
audio\MSK0026_0064-6ea3f4ad.wav,MSK0026_0064-6ea3f4ad.wav,кармир,fake,1.26,unknown,,,,0,
audio\MSK0026_0065-bd942fe7.wav,MSK0026_0065-bd942fe7.wav,remi про and ibuprofen som,fake,3.08,unknown,,,,0,
audio\MSK0026_0066-5dabad85.wav,MSK0026_0066-5dabad85.wav,[ERROR] Речь не распознана,fake,0.85,unknown,,,,0,
audio\MSK0026_0067-c13c9fbd.wav,MSK0026_0067-c13c9fbd.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0068-cd398b12.wav,MSK0026_0068-cd398b12.wav,[ERROR] Речь не распознана,fake,2.2,unknown,,,,0,
audio\MSK0026_0069-2609a282.wav,MSK0026_0069-2609a282.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0070-ae28c026.wav,MSK0026_0070-ae28c026.wav,Friends,fake,1.12,unknown,,,,0,
audio\MSK0026_0071-17758268.wav,MSK0026_0071-17758268.wav,One Piece,fake,2.6,unknown,,,,0,
audio\MSK0026_0072-ea677426.wav,MSK0026_0072-ea677426.wav,Carly sexu,fake,1.66,unknown,,,,0,
audio\MSK0026_0073-3c716a14.wav,MSK0026_0073-3c716a14.wav,Y,fake,1.54,unknown,,,,0,
audio\MSK0026_0074-448a5e3c.wav,MSK0026_0074-448a5e3c.wav,[ERROR] Речь не распознана,fake,1.06,unknown,,,,0,
audio\MSK0026_0075-31272aa2.wav,MSK0026_0075-31272aa2.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0076-0d34bed2.wav,MSK0026_0076-0d34bed2.wav,[ERROR] Речь не распознана,fake,1.06,unknown,,,,0,
audio\MSK0026_0077-e2f8c3e0.wav,MSK0026_0077-e2f8c3e0.wav,husband and,fake,4.83,unknown,,,,0,
audio\MSK0026_0078-3e906c15.wav,MSK0026_0078-3e906c15.wav,[ERROR] Речь не распознана,fake,1.12,unknown,,,,0,
audio\MSK0026_0079-35303e8c.wav,MSK0026_0079-35303e8c.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0080-41d51cbc.wav,MSK0026_0080-41d51cbc.wav,[ERROR] Речь не распознана,fake,0.65,unknown,,,,0,
audio\MSK0026_0081-5e7505eb.wav,MSK0026_0081-5e7505eb.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0082-3d5eb255.wav,MSK0026_0082-3d5eb255.wav,Car,fake,1.12,unknown,,,,0,
audio\MSK0026_0083-1c1dc1e1.wav,MSK0026_0083-1c1dc1e1.wav,это как,fake,1.63,unknown,,,,0,
audio\MSK0026_0084-98a482c8.wav,MSK0026_0084-98a482c8.wav,[ERROR] Речь не распознана,fake,0.99,unknown,,,,0,
audio\MSK0026_0085-d82cca56.wav,MSK0026_0085-d82cca56.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0086-2df3222d.wav,MSK0026_0086-2df3222d.wav,[ERROR] Речь не распознана,fake,0.73,unknown,,,,0,
audio\MSK0026_0087-b3542743.wav,MSK0026_0087-b3542743.wav,Class offline,fake,2.99,unknown,,,,0,
audio\MSK0026_0088-cbb3a1d1.wav,MSK0026_0088-cbb3a1d1.wav,recreation,fake,1.19,unknown,,,,0,
audio\MSK0026_0089-e2395fdf.wav,MSK0026_0089-e2395fdf.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0090-e591ee47.wav,MSK0026_0090-e591ee47.wav,Family history of Moscow are your logical condit,fake,4.01,unknown,,,,0,
audio\MSK0026_0091-0e2edc9e.wav,MSK0026_0091-0e2edc9e.wav,[ERROR] Речь не распознана,fake,0.63,unknown,,,,0,
audio\MSK0026_0092-a6767857.wav,MSK0026_0092-a6767857.wav,[ERROR] Речь не распознана,fake,2.87,unknown,,,,0,
audio\MSK0026_0093-cb7d0170.wav,MSK0026_0093-cb7d0170.wav,[ERROR] Речь не распознана,fake,0.95,unknown,,,,0,
audio\MSK0026_0094-486ac24e.wav,MSK0026_0094-486ac24e.wav,[ERROR] Речь не распознана,fake,1.73,unknown,,,,0,
audio\MSK0026_0095-ef9e2689.wav,MSK0026_0095-ef9e2689.wav,Билайн,fake,2.51,unknown,,,,0,
audio\MSK0026_0096-621d780a.wav,MSK0026_0096-621d780a.wav,Can you for the Band,fake,2.81,unknown,,,,0,
audio\MSK0026_0097-28cd5e44.wav,MSK0026_0097-28cd5e44.wav,Open,fake,2.02,unknown,,,,0,
audio\MSK0026_0098-6586946e.wav,MSK0026_0098-6586946e.wav,Can you Walk,fake,1.4,unknown,,,,0,
audio\MSK0026_0099-650cb59c.wav,MSK0026_0099-650cb59c.wav,под,fake,2.6,unknown,,,,0,
audio\MSK0026_0100-080d3091.wav,MSK0026_0100-080d3091.wav,[ERROR] Речь не распознана,fake,0.65,unknown,,,,0,
